Elapsed Time,Distance,Moving Time,Distance,Max Speed,Elevation Gain,Elevation Low,Elevation High,Max Grade,Average Grade
19798,17.65,11116,17651,5.199999809,861.9945679,1362.5,1738.800049,49.5,0.00056654
5943,11.62,5408,11620,7.400000095,711.69104,159.5,623.0999756,49.5,-0.013769363
4065,8.75,3113,8751,4.300000191,31.378685,125.8000031,139.3000031,20,-0.00342818
4537,8.5,3555,8499,4.599999905,291.7054749,136.1000061,299.5,44.40000153,-0.001176609
3600,1.93,3600,1931.199951,,76.19999695,,,,0
34416,19.4,15038,19407,11,1626.383179,1668.300049,3137.5,50,0
7920,14.52,6203,14520,4.599999905,195.4168243,1167.300049,1267.300049,49.59999847,0.523415983
600,1.61,600,1609.300049,,60.95999908,,,,0
7166,8.45,3167,8450,4.300000191,86.39095306,1163.599976,1207,30,-0.010650887
4264,7.61,2723,7612,5.900000095,186.7655182,133,255.6999969,50,0
3222,8.82,3198,8826,5.5,23.29817581,125.8000031,133.1000061,25.89999962,0.002266032
5894,9.07,4045,9071,6,513,145,620,48.90000153,0.297651857
1590,2.02,772,2025,4.400000095,17.7142849,133.6000061,152,49.40000153,0.088888891
2382,6.44,2202,6447,4.800000191,18.45732117,124,132,20,0
3594,9.53,3545,9535,7.900000095,236.771286,132.8000031,236.1999969,33.5,0
31463,42.3,25067,42300,5.400000095,1511.828003,1369,2147.600098,50,-0.407328606
4636,9.25,4142,9251,5.300000191,489.4002075,160.5,622.4000244,48.90000153,0.009728678
1809,4.91,1809,4917,3.700000048,115.7490997,132.8000031,187.5,33.29999924,-0.004067521
24920,10.41,7584,10411,2.5,1435.048462,395,1681.900024,49.5,12.02382088
8144,4.15,1885,4151,2.099999905,77.67948151,1654.699951,2312,40.40000153,-15.14574814
12497,9.16,5860,9164,3,123.322731,415.7999878,1706.300049,49.5,-13.5453949
27540,6.43,5273,6429.5,7.099999905,1084.286621,1654.699951,2435.100098,50,11.97604752
27485,13.95,10408,13950,4.199999809,830.4522095,1654.699951,2260.100098,49.59999847,-0.035125449
10800,8.04,10800,8046.700195,,,,,,0
2422,6.16,1893,6161,5.699999809,24.81400108,135,145.8000031,15,0.003246226
4700,9.66,3880,9659,6.800000191,496.6872864,161.6000061,620.5999756,49.40000153,0
6863,13.76,5992,13763,4.599999905,776.8553467,144.8000031,466.2999878,45.5,0.003632929
359,0.87,336,875,3.299999952,14,123,135,20,0.914285719
5385,12.47,5254,12478,4.599999905,339.0764771,134.8999939,377.2000122,49.5,-0.00080141
3801,9.22,3330,9227,4.599999905,143.2700958,129.8000031,236.1999969,30.29999924,-0.033597052
3401,8.81,3370,8817,4.599999905,185.8265381,130,243.8000031,42.90000153,-0.002268345
1704,4.85,1682,4855,5,8.572686195,131,137,12.69999981,0
3656,7,3046,6999,3.700000048,229.8450775,1454.199951,1686.599976,49.5,0
22383,25.85,16533,25852,4.400000095,1587.613037,1613.300049,3060.899902,49.5,-0.001934086
9033,12.51,6291,12517,5.699999809,602.2298584,1587.300049,2089,49.5,0.019173924
2467,7.02,2467,7027,7.400000095,22.11231995,127.5999985,136.3000031,27.29999924,-0.012807742
17995,30.09,15865,30095,5.800000191,2218.793457,291.2999878,1298.5,49.59999847,-0.000996843
3111,8.01,2560,8011,5.5,55.04964828,130.5,161.8999939,49.5,0
13139,18.11,10458,18118,5.300000191,1522.85022,1668.300049,3153.899902,45.5,-0.004415499
19614,15.02,11306,15026,4.300000191,997.0476685,1419,2349.800049,49.5,0.002662052
16399,20.1,10347,20104,4.400000095,983.1586304,1471.300049,2364.899902,49.59999847,-0.013927577
577,1.55,520,1555,5.400000095,9.098742485,131,137,29.10000038,-0.045016076
3075,8.85,3027,8850,8.399999619,19.74114418,125.8000031,134.3000031,18.20000076,-0.010169491
4604,9.61,4295,9615,6.800000191,487.3999939,153.6000061,622,45.5,0.399375975
3486,8.33,3203,8330,4.199999809,21.09695435,125.8000031,133.1000061,25,-0.007202881
13395,18.35,10137,18358,6.199999809,987.6727905,1708.800049,2652,49.59999847,0.004902495
7340,13.64,5738,13648,6.599999905,526.5370483,146.5,449,49.5,-0.002930832
4304,9.32,3770,9325,6.699999809,488.5848389,161.5,622.2999878,49.09999847,-0.003217158
6728,8.92,3326,8926,4.599999905,184.9022369,129,236.1999969,48,-0.056016132
2259,6.63,2255,6629,6.199999809,69.41355133,109,192,31.60000038,-0.769346833
15032,8.65,5187,8658,10.80000019,1036.136597,1496.5,2126.100098,50,-0.06699007
15424,19.26,10692,19266,10.80000019,2008.412964,582.5999756,2191.399902,49.59999847,-0.024914358
4324,9.85,3583,9857,12.5,538.197876,161.3999939,621.0999756,49.5,-0.214061067
15696,16.11,11116,16113,7.800000191,1138.218262,935.2999878,1823.699951,50,5.203872681
9415,11.03,7759,11032,11,140.7143707,933,1823.599976,49.59999847,-7.690355301
26409,15.33,10523,15338.7998,10,938,1770.199951,2650.800049,46.59999847,-0.066498034
3645,7.62,3060,7621,5.300000191,65.66152191,920.5,938.2000122,43.5,0.002624328
4411,11.81,4022,11813,6.599999905,33.79572296,125.8000031,137.3000031,18.20000076,0
1041,3,1031,3008,5,20.04999924,132.8999939,149,20,0.089760639
1103,3.13,1103,3129,3.799999952,15.23157883,132.8999939,149,30.79999924,-0.092681371
4692,9.7,4274,9708,4.199999809,463,160,619,45.5,0.216316447
2152,5.57,1966,5578,4.300000191,15.90915108,134.8000031,145.8999939,45.5,0
2510,7.03,2507,7030,3.799999952,29.22733688,134.6999969,159,25,0
4822,10.08,3302,10086,8.800000191,475.782135,161.1000061,620.5,49.59999847,0.000991473
17937,19.37,8961,19378,6.199999809,1238.040527,1658.900024,2770.100098,49.59999847,-0.009804933
2978,2.85,2687,2857,3,425.3740845,1936.099976,2364.600098,49.5,14.99825001
424,0.8,344,801,3.700000048,3.957000017,1658.5,1662.900024,48.09999847,-0.037453182
2275,2.59,1658,2593,2.799999952,0,1939.699951,2367.300049,44.40000153,-16.40570831
2646,7.4,2577,7407,5.599999905,148.0573425,132.8999939,236.1999969,42.09999847,-0.037802078
938,2.68,918,2682,5.599999905,26.23210526,132.8000031,152,37.40000153,0.137956753
33881,3.92,2426,3924,2.200000048,330.9432983,797.7999878,1005.200012,49.5,-0.00254842
3291,9.28,3226,9281,4.199999809,37.70925903,131,159,33.29999924,-0.006464821
4622,9.87,4474,9878,4.599999905,495,156,619,48.09999847,0.293581694
6023,13.44,5375,13448,6,390.1406555,136,263.6000061,44.40000153,0
4236,9.9,3858,9899,5,249,129,278,40,0.070714213
4116,9.72,3699,9726,5.400000095,241.6847076,131.8000031,262.1000061,45.5,-0.002056344
1979,3.6,1953,3602,6.800000191,50.25541687,1613.400024,1795.699951,22.20000076,-3.947806835
54386,35.23,27251,35238,7.199999809,3615.068848,1658.900024,3154,50,0.297406197
12924,8.85,7732,8856,3.099999905,812.7648926,1955.099976,2761.199951,49.5,-0.020325202
2627,7.4,2499,7399.5,7.199999809,51.88653183,109,132.1000061,45.5,0
4836,3.88,3048,3881,3.200000048,154.0121155,1105.599976,1260,45,-0.02834321
3495,6.87,3023,6877,4.199999809,323.8206177,160.8999939,377.2000122,44.40000153,0.001454122
3624,10.19,3494,10191.5,4,25.37373352,130.5,145,26.70000076,-0.00196242
4228,10.28,3868,10286.5,5.900000095,291.0712891,134.6000061,377,37.29999924,0.015554368
385,1.12,385,1126.5,,,,,,0
1547,1.15,958,1157,2.200000048,53.03120804,57.5,77.90000153,44.40000153,0.172860846
9371,14.69,6176,14690,9.300000191,189.5805664,9.199999809,61,39.20000076,0.010891763
8659,12.95,7773,12953,4.300000191,632.8148193,459.3999939,953.2000122,49.5,0.000772022
6114,9.18,4933,9183,5.900000095,517.6838379,87.5,414.7999878,47.59999847,-0.167701185
11372,9.23,8275,9230,3,1032.318359,1467.099976,1916,49.5,4.851571083
8002,7.42,6241,7424,6.800000191,1367.055786,405.7999878,1631.699951,49.5,14.20258617
15671,17.37,15671,17374.30078,3.599999905,569,658,1919.800049,45.5,-7.204894543
4612,6.03,3177,6035,6,366.065094,296,621.2000122,49.59999847,0.018227009
5364,6.43,3936,6438,4.400000095,429.7641907,1947.300049,2368.199951,45.5,0.013979496
12151,18.13,7911,18134,4.699999809,495.0469055,1651.099976,2059.600098,45.5,-0.007720304
2241,5.81,2150,5811,5.199999809,237.4667511,1105.599976,1259,42.90000153,-0.010325246
3738,6.82,2656,6824,4.599999905,293.072998,1105.599976,1259.400024,33.29999924,0
1200,2.73,1200,2735.899902,,152.3999939,,,,0
2390,6.23,2390,6231.5,4,211.9743652,1105.599976,1259.900024,25,-0.01444275
11575,24.58,10388,24583,5.199999809,464.6485291,1508,1673.099976,45.5,0.002033926
7355,15.48,7162,15487,4.900000095,1012.585938,945.2999878,1954.099976,49,-0.089106992
3000,6.43,3000,6437.399902,,213.3600006,,,,0
4392,10.41,4328,10415,4.099999905,310.045929,801.2000122,1087,37.5,0.144023046
2791,3.7,2787,3699.399902,2.599999905,153.9733276,1105.599976,1259.900024,24.10000038,0.23517327
2833,7.01,2817,7017,8.800000191,286.7431641,1105.599976,1260,44.40000153,0.005700442
2404,8.38,2401,8381,5.5,23.11624718,124,132.1999969,16.70000076,-0.013124925
2455,6.7,2434,6703,4.199999809,148,132,233,22.20000076,0.089512162
2332,7.67,2329,7675,5.699999809,48.81926727,620.4000244,762.5999756,20.79999924,-1.758957624
2610,6.7,2610,6702,5,553.0068359,440.7000122,1001,42.90000153,8.360191345
3974,10.17,3974,10178,3.799999952,415.5878906,1105.599976,1260,33.29999924,0
6741,9.49,6205,9491,3.799999952,804.2105103,1953.699951,2756,45.5,0.016858077
2396,6.6,2291,6601,6.800000191,49.24303436,1105.599976,1132.199951,20,-0.001514922
13081,19.03,11074,19034,5,1568.29541,1661.800049,3154.199951,49.09999847,-0.005779132
3291,9.12,3122,9123.799805,5.900000095,25.42895699,127.1999969,135.3999939,15.19999981,0.002192069
3222,8.3,3211,8305,5.199999809,188.1863861,132.6000061,234.5,48.59999847,-0.008428657
13937,32.65,12468,32657.5,8.300000191,684.4210815,1450.099976,1729.400024,46.59999847,-0.000306208
9575,22.13,7960,22137,9.5,176.174057,1086.300049,1143.099976,48.5,-0.002710394
6248,16.39,6231,16390,5.400000095,669.3706665,1107.800049,1260.400024,42.90000153,-0.001220256
5377,13.07,4924,13077,16.20000076,411.4544373,277.2999878,465.8999939,49.5,0.004588208
3000,9.18,2980,9183,5.599999905,32.15476608,131.6000061,159.6999969,20,-0.003266906
3727,9.27,3661,9276.099609,9,319.9942017,160.8000031,376.2000122,35.09999847,-0.011858432
2824,7.16,2806,7168,4.400000095,281.4639893,1107.800049,1260.5,32,0
6618,12.78,5296,12788,4.199999809,195.6609497,1225.400024,1349.599976,45.5,0.001563966
2090,5.63,2035,5633,3.799999952,180.7283783,1107.800049,1261.800049,42.90000153,-0.001775253
3107,6.49,2366,6498,4,160.3427734,1103,1260,33.29999924,-0.001538935
5587,12.97,5288,12976,4.599999905,566.0227051,143.6000061,466.2000122,44.40000153,-0.007706535
3766,11.4,3696,11400.09961,5.199999809,36.80104065,126.5999985,137.1999969,27.29999924,0
4086,10.78,4011,10784.40039,4.5,212.3820648,132.6000061,232.3999939,24.10000038,0.000927265
1348,3.75,1348,3756,4,5.862368584,130.6000061,137.1000061,40,-0.007987221
3317,9.83,3310,9829.5,4.400000095,32.89176178,126.5999985,134.3999939,20,0.013225495
3688,9.35,3678,9358.5,4.199999809,327.1260071,1107.800049,1260.5,33.29999924,-0.001068547
5187,13.68,4803,13679,4.400000095,92.94579315,1074.900024,1104.599976,22.20000076,-0.002193143
7259,16.38,7117,16388,3.400000095,647.2642822,1107.800049,1261.800049,45.5,0
4028,10.75,3885,10752,5,197.4713745,1107.800049,1262.099976,45.5,-0.00093006
3586,9.23,3386,9234,5.400000095,59.68922806,1098.900024,1121.099976,42.90000153,0
4452,9.78,4386,9785,5.199999809,470,160,617,45.5,0.15329586
3270,10.16,3270,10163,6.599999905,19.85476875,126.9000015,133.3999939,46.20000076,-0.004919807
4432,11.53,4325,11535,9.100000381,332.3222046,133.8999939,267.7999878,33.29999924,-0.006935414
4438,13.06,4393,13064.5,4.300000191,30.98988152,126.9000015,137.1000061,12.19999981,0.001530866
4466,9.72,4125,9721,7.800000191,481.5882874,160.8000031,620.5999756,49,0.007200905
2420,7.16,2412,7168.700195,4.300000191,44.41444778,134.1999969,159.6000061,6.900000095,0.008369719
4103,10.03,4100,10034,3.900000095,409.8840942,1107.900024,1260.5,37.5,0
3900,10,3882,10004.5,6.400000095,411.6317749,1107.900024,1260.5,28.60000038,0
3823,6.58,3020,6584,6.800000191,83.93387604,3.299999952,32.59999847,45.5,0.013669502
20172,25.77,14507,25770,5.199999809,1255.132813,17.60000038,185.1999969,48.90000153,0.000388048
4250,10.41,3579,10416,4,104.1646042,348.7000122,395.6000061,49.5,0.010560676
3982,5.22,3161,5223,16,74.81269836,780.9000244,830.9000244,49.5,0.344629526
3470,8.53,3414,8530,4.699999809,317.174469,1107.900024,1261.800049,45.5,-0.004689332
3436,8.94,3359,8941,3.599999905,224.3263702,1107.900024,1260.5,28.79999924,-0.002236886
3532,9.42,3459,9422,4.800000191,91.33769226,1107.800049,1148,21.10000038,-0.008490766
2241,7.21,2160,7218,5.199999809,19.80688858,120.3000031,132.5,41.70000076,0.001385425
4654,9.92,4444,9920,4.199999809,444.8789368,161.3000031,619.2000122,49.5,-0.22883065
3576,8.88,3444,8883.599609,8.100000381,222.3367615,132.3999939,235.5,29.5,0.056283489
8490,18.14,7908,18139,6.300000191,884.4509277,149.6999969,466.2999878,49.59999847,-0.036936987
3413,9.86,3413,9867,5.199999809,27.4756546,126.9000015,135.3999939,25,-0.004053917
3989,6.85,2525,6851,4.5,76.42996216,132.5,170.8999939,44.79999924,0
2393,4.77,2372,4775,3.799999952,5.420000076,131.3000031,137.1999969,33.29999924,-0.002094241
4918,12.41,4843,12415,4.599999905,318.9608765,134.1999969,376.3999939,47.59999847,-0.000805477
4647,9.69,4356,9693,7.199999809,479,172,621,47.59999847,0.12380068
8278,18.35,8272,18350.09961,5.199999809,857.8035278,159.1999969,621.5,49.70000076,0.002179825
2546,7.51,2463,7517,6.599999905,19.44194794,120.3000031,132.5,42.90000153,0
6685,16.93,6474,16931,6.300000191,522.7237549,132.3999939,299.3999939,48.5,-0.007678223
10292,18.77,7332,18773,4,209.5649414,1073.900024,1152.800049,44.40000153,-0.00053268
4010,9.89,3826,9897,6.099999905,27.62211227,126.9000015,135.3999939,33.29999924,0.003031222
3411,8.46,3341,8468,5,191.0098877,132.5,235.5,40,-0.027161077
4395,9.23,4069,9229,4.400000095,477.5622253,159.1999969,621.5999756,46.20000076,0.001083541
6499,16.43,5745,16430,10.5,94.98985291,1099.400024,1139.199951,46.20000076,-0.027388923
6928,14.09,5674,14094,3.599999905,242.2015228,1086.099976,1260.400024,42.90000153,0.046828438
4251,10.13,4167,10134,11.19999981,409,1110,1260,37.5,-1.312413692
2326,7.17,2313,7178,5,19.61070061,120.3000031,132.5,36.40000153,0.011145166
4291,9.94,4282,9949,4,409.436676,1107.900024,1260.400024,37.5,-0.003015378
7634,18.54,6830,18544,8.699999809,212.142868,1101.400024,1190.300049,44.40000153,0.024805868
2286,6.49,2276,6490,5.599999905,26.2031002,127,137.3000031,30,0.084745765
2621,7.01,2464,7009,3.599999905,32.03575516,134,159.5,18.20000076,0.001426737
2651,6.17,2512,6178,4.400000095,25.25748444,127,137.3000031,25,0.077695049
8625,9.18,3700,9185,4.400000095,31.67901421,128.3999939,146.6999969,44,-0.002177463
1764,5.16,1760,5164,4,22.54046059,134,159.6000061,41.70000076,-0.0464756
2430,6.97,2367,6978,5.699999809,97.59999847,104,168,43.5,-0.057323016
3074,7.23,3065,7232,3.599999905,285,1105,1260,33.29999924,0.069137171
9096,16.6,6530,16600,7,360.7840271,1076.900024,1270,45.5,-0.112048194
3575,9.33,3555,9336,5.099999905,338.6133423,145,395,36.40000153,0.509854317
2657,7.49,2583,7496,5.199999809,24.1235218,123.6999969,135.3999939,30,-0.014674493
2777,7.3,2666,7302,5,160.6944122,128,244,49.09999847,-0.186250344
7873,17.08,7191,17086,6.400000095,663.2521362,143.3999939,620.7000122,48.09999847,-0.001170549
3781,9.3,3720,9304,4.400000095,330.3454895,169.5,379.6000061,33.29999924,-0.067712814
3936,10.06,3887,10067,6.599999905,276.673645,137.5,385.5,45.5,0.003973378
2876,7.39,2733,7396,9.600000381,37.78567886,1107.900024,1135.900024,25,-0.001352082
2930,7.23,2850,7233,4.400000095,286.3829651,1107.900024,1261.800049,45.5,-0.001382552
11897,27.45,8637,27451.69922,4.699999809,223.4611053,1054.300049,1152.800049,13.39999962,0.000364276
600,1.61,600,1609.343994,,60.95999908,,,,0
41074,11.82,8698,11821,1.799999952,1727.788818,1795.400024,3420.5,49.5,0.176803991
3860,10.04,3761,10042,6.099999905,301,138,400,37.5,-0.248954386
3449,8.8,3217,8808,4.400000095,25.92689133,127.4000015,136.3000031,33.29999924,0.002270663
6074,14.24,5571,14248,12.60000038,465.033905,298,514,49,-0.708871424
13179,24.15,11080,24150,9.100000381,1469.895142,13.10000038,747.9000244,49.5,-0.024844721
1655,4.71,1644,4717,3.799999952,15.28900719,126.9000015,132.6999969,20,0
6223,14.2,6015,14200,5.599999905,527.9109497,137.5,619.7000122,46.70000076,0
30132,48.16,22918,48162.69922,8.899999619,1335.664551,521.5,1250.5,50,-1.512996554
5735,12.79,5618,12789,5.400000095,603.5522461,169.5,620.9000244,47.09999847,-0.00390961
3635,9.91,3632,9917,6.599999905,27.28684998,126.9000015,135.3999939,37.5,0
8200,18.54,7801,18546,5.5,780.3319092,137.5,624.7999878,49.5,0.004313598
8668,18.61,7625,18612,5.900000095,279.4743042,1100,1299.699951,48.5,-0.008596605
3819,9.97,3819,9975,4,410.127655,1107.900024,1260.5,44.40000153,0.001002506
4407,10.06,4141,10061,5,229.3104706,132.3000031,243.3000031,45.5,0.007951496
5090,10.77,4650,10776.5,6.599999905,583.7382202,169.5,618.5,49.09999847,-0.00185589
4223,10.14,3984,10144,5.400000095,277.166687,137.5,385.3999939,49.09999847,-0.002957413
3638,9.98,3550,9984.599609,4.800000191,32.33456421,126.9000015,139,12.39999962,0.045069408
6340,14.87,5954,14877,4.800000191,453.6831055,132.3999939,299.2000122,45.5,-0.001344357
7862,19.52,7465,19523,,508.0971069,140.3999939,373.2000122,,0.002561082
7203,16.92,7158,16926,,585.973938,137.5,385.5,,-0.007680492
6132,15.53,6110,15533,,457.8039551,132.6000061,385.5,,-0.274254799
2897,7.54,2838,7541,,,,,,
1808,5.05,1786,5058,,66.55021667,132.8999939,176,,0.84816134
4188,6.72,2566,6720,,122,,1133,45.5,0.446428567
2710,7.31,2706,7310,,95.08685303,1100.599976,1175.199951,,-0.002735978
9984,24.18,9166,24187,,460.2046204,986.0999756,1261.300049,,0
14163,31.92,11836,31919,,306.3037415,1167.800049,1257.300049,,-0.000626586
1816,5.1,1793,5099.600098,,19.70227242,,,,
10036,21.8,9321,21802.5,,879.086853,,,,
1664,4.36,1529,4361.700195,,18.65728378,,,,
3054,7.97,3022,7978.600098,,57.61561966,,,,
5314,10.54,4717,10543,,107.087822,1210.900024,1269.099976,,0.306364417
3668,9.05,3649,9057,,275.6621704,1107.900024,1260.599976,,-0.001104118
3874,10.21,3764,10210,,278.0025024,137.5,385.5,,-0.002938296
2132,5.85,2041,5852,,19.65906143,126.9000015,138,,-0.001708818
3806,9.49,3787,9496,,337.1238098,163.8000031,379.6000061,,-0.131634369
3592,8.48,3467,8481.5,,310.9935303,1107.900024,1260.599976,,-0.001179037
5005,10.03,4432,10030,,517.4535522,169.5,623.2000122,,0.005982054
8991,20.69,8868,20698,,1416.290771,580.2000122,1995.199951,,6.836409092
10030,15.96,7778,15965,,690.4707031,1514.5,2172.100098,,-0.010021923
4469,9.8,3888,9808,,143.5327148,980.7000122,1067.400024,,-0.010195758
6675,16.03,,16033,,460.6038513,132.6000061,385.5,,-0.267573118
5098,11.49,4914,11492,,420.7365417,284.7000122,399.1000061,,0.024364775
3133,7.93,,7938,,219.8781433,1094.199951,1260.5,,0.001259763
3469,9.7,3424,9705,,69.69541931,1079.300049,1105.5,,-0.05564142
6652,11.1,4631,11108,,112.0248413,1930.699951,1982.800049,,-0.005401513
4689,9.89,4328,9889,,512.7787476,169.5,623.0999756,,-0.010112246
1612,4.57,1586,4574,,10.22481155,124.1999969,133.3999939,,-0.10931351
3539,6.74,2724,6744,,330.2788696,1107.699951,1262.099976,,-0.007413998
10391,19.2,7423,19205,,142.5234222,1050.699951,1094.099976,,
2066,4.11,2021,4112,,,,,,
3074,7.95,3071,7958,,295.1213074,1107.900024,1260.5,,-0.001256597
2709,7.51,2701,7510,,40.65602493,1107.900024,1134.599976,,0
9061,16.77,7338,16774,,449.6784363,1657.800049,2066.699951,,-0.001788482
2415,5.63,2415,5632.700195,,,,,,
21323,42.47,20133,42471.89844,,1726.563599,,,,
6356,13.5,5840,13503.7002,,562.8835449,,,,
3084,7.31,2980,7310.5,,239.8713531,,,,
2481,4.33,2403,4332,,153.1736908,1107.900024,1261.800049,,-0.006925208
15195,24.88,12834,24888,,1051.393188,1145.199951,2088.800049,,-0.003616201
9056,13.06,8128,13063,,711.0587158,1529.199951,2140.5,,0.145448983
11677,12.74,7707,12740,,862.6239014,2087.800049,2850,,-0.03610675
1517,2.17,1343,2172,,7.609960079,1252.699951,1312.099976,,-2.720994473
33070,26.99,14336,26995,,1211.486206,1576,2441.899902,,-0.026301166
24014,38.73,19709,38732,,1635.925171,1480.599976,2299.199951,,-0.029433027
4079,8.47,3796,8471,,,,,,
3069,7.34,2952,7347,,,,,,
2574,6.28,2561,6281,,182.8206482,1107.900024,1261.599976,,-0.001592103
3226,4.17,2802,4175,,152.9189148,1107.900024,1261.800049,,0
2211,5.57,2204,5575,,,,,,
2539,7.15,2539,7157,,,,,,
2000,4.77,1978,4772,,164.797821,1107.900024,1260,,0
2620,6.12,2530,6126,,197.3826599,1107.900024,1260.400024,,0
2485,6.19,2478,6196,,199.4251862,1107.900024,1261.800049,,-0.001613945
1664,4.36,1649,4365.5,,153.1681824,1107.900024,1261.800049,,-0.002290688
2741,6.91,2732,6917,,216.3158722,1107.900024,1261.599976,,0
3401,8.45,3355,8454,,213.5964355,1072.699951,1261.800049,,-0.002365744
8704,18.11,8117,18109,,433.0324097,1861.099976,2126.199951,,0.026506158
2377,6.73,2373,6729,,,,,,
3363,8.83,3271,8833,,107.3899536,1104.199951,1152,,-0.001132118
20820,25.9,15671,25900,,1815.872681,1661.699951,3154,,-0.000772201
1895,4.79,1891,4791,,,,,,
1880,4.29,1876,4298,,,,,,
3033,6.69,3022,6691,,,,,,
10914,19.18,9992,19179,,983.1401978,1659.099976,2517.699951,,4.476771355
8375,13.45,5945,13452,,77.07123566,1657.599976,2550.699951,,-6.393844604
4183,10.43,3816,10432,,,,,,
6529,14.92,6320,14919,,,,,,
4045,5.68,2807,5685,,,,,,
1820,3.64,1451,3639.399902,,172.4279785,,,,
1661,4.7,1615,4708,,,,,,
4786,8.61,4143,8616,,,,,,
4323,4.62,2406,4626,,,,,,
10057,5.24,3701,5247,,,,,,
16022,11.84,10115,11843,,,,,,
4184,8.19,1810,8198,,,,,,
16464,12.45,10251,12458,,,,,,
27471,23.27,17258,23270,,,,,,
6,0,6,,,,,,,
4130,9.9,3481,9905,,,,,,
8555,15.23,7167,15237,,,,,,
7777,3.26,1381,3265.699951,,92.96659088,259.8999939,307.3999939,,0.456257463
17123,26.57,12913,26575,,1014.300964,1513.400024,2158.100098,,0.007902164
2522,5.57,2438,5570,,,,,,
7827,15.95,7517,15953,,511.6990051,1661.300049,,,0.003761048
6757,13.59,5099,13595,,,,,,
11536,22.04,10535,22048,,1044.481323,805.7999878,1288.900024,,0.002721335
6138,16.13,5961,16133,,205.6819458,593.9000244,694.9000244,,0.001859543
3875,10.76,3820,10768,,110.8521347,614,669.5,,0.006500743
12131,13.17,9168,13170,,709.7642822,1841.900024,2411.300049,38.59999847,-0.094912678
32995,37.9,25009,37907,,2396.916016,537,2045.300049,,-0.566649973
3999,4.84,3529,4844,,352.7385559,519.9000244,855.5,,6.92815876
34927,42.31,29877,42310,,2173.02124,541.5,1868.5,,-0.755849659
33190,36.14,25173,36140,,1926.624512,524.0999756,1545.800049,,0.091864966
25706,22.9,17620,22906,,1425.671021,550.9000244,1689.199951,,0.312581867
6992,11.49,4176,11494,,100.2246704,177.1000061,196.8999939,,0.008700191
2246,1.62,1054,1624,,6.977311134,650,674.4000244,,-1.397783279
4613,11.79,4357,11792,,169.0100403,604.2000122,681,,-0.005088195
4771,3.64,2286,3648,,32.85675049,152.6999969,174.8999939,,-0.186403513
4583,4.8,2290,4807,,23.67726707,188,196.1999969,,-0.029124195
2401,4.38,2378,4382,,32.51042557,584.4000244,650.7000122,,-1.152441859
3259,8.77,3151,8772,,111.1401596,619.4000244,695,,0
10147,15.02,7370,15026,,530.0241089,1290,2252.600098,,-3.328231096
3646,9.41,3530,9418,,130.1948547,616.2000122,665.7000122,,-0.00318539
4337,10.95,3417,10950,,151.0071869,616.2000122,695,,-0.005479452
2429,6.19,2208,6197,,64.77470398,620.7000122,654.9000244,,-0.020977892
908,2.38,842,2388,,29.99526405,620.2999878,650.5,,0.062814072
3436,8.58,3412,8583,,,,,,
1557,3.71,1545,3710.899902,,,,,,
4136,8.52,4023,8523,,,,,,
10866,14.34,7874,14348,,,,,,
18275,29.99,14092,29992,,298.0336304,1165.599976,1528.199951,,-0.610162735
5448,10.46,4953,10465,,,,,,
2327,6.74,2307,6742,,,,,,
3614,9,3553,9005,,169.3844757,131.3000031,235.6000061,,0.01332593
8218,13.58,6554,13586,,732.8135376,,466.2999878,,0.009568674
10639,21.31,9703,21317,,835.6117554,135.6000061,620.7000122,,-0.180607021
2783,6.25,2676,6258,,198.6166229,1107.599976,1260.599976,,-0.003195909
4644,12.21,4425,12216,,51.48034286,1107.599976,1136.099976,,0.037655532
1863,4.89,1700,4898,,29.22265434,1107.599976,1124.699951,,-0.00204165
1936,4.38,1922,4380,,153.3537903,1107.599976,1261.800049,,-0.00456621
3830,3.88,3081,3887,,143.8852692,1107.599976,1262,,-0.226395682
7603,16.35,7030,16349,,,,,,
2514,6.75,2498,6749,,63.57278061,1094.099976,1120.699951,,-0.001481701
1998,5.14,1888,5142,,,,,,
5514,14.5,5460,14503,,191.2421722,1196.099976,,,0
2628,6.1,2622,6104,,,,,,
12177,21.41,8256,21411,,,,,,
6843,18.36,6645,18359,,81.60383606,0.800000012,27,,-0.008715072
10006,18.17,8268,18176,,,,,,
17598,26.14,13006,26144,,,,,,
36800,13.38,10863,13388,,1526.104736,617.4000244,1633.199951,,0.000746938
7527,15.32,6569,15323,,204.4059296,3.599999905,58,,0.009136592
13242,13.43,9200,13429,,1195.273315,547.7000122,1599.099976,,0.005212599
11080,14.44,8858,14439,,1002.094666,576.4000244,1442.900024,,0.000692569
2236,6.78,2219,6785,,39.50461197,1107.599976,1133.400024,,0.001473839
6838,13.58,6194,13582,,571.5679321,284.5,620.5999756,,0.002208806
8019,5.65,3288,5653,,564,,,,
25339,13.28,9832,13286,,911.3603516,1460.199951,2094.800049,50,-0.000752672
20188,13.03,9875,13038,,667.3027344,1851.199951,2101.800049,,0.102776498
5099,3.42,2625,3425,,209.3209991,1901.800049,2000.599976,,-0.005839416
1674,4.43,1667,4430,,40.61603928,1107.599976,1138.699951,,0.659142196
1647,4.48,1640,4488,,79,,,,
1816,4.85,1798,4854,,10.8939476,1103.400024,1138.699951,,-0.679851651
3264,8.8,3173,8803,,69.2755661,1079.099976,1106.5,,-0.040895149
2795,7.18,2770,7186,,90,,,,
3795,2.81,2211,2816,,298,,,,
